UPE_U

 ======== test get_l2 ========= 

2026-02-10 16:51:13,823; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/UPE_U.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:53:45,099; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i (tol=3.0, factor=2.2): filtering 0/508829
2026-02-10 16:53:50,697; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_i (tol=2.0, factor=3.5): filtering 0/508829
2026-02-10 16:53:56,154; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_i (tol=0.5, factor=2.0): filtering 0/508829
2026-02-10 16:54:07,069; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/UPE_U.csv
2026-02-10 16:54:15,005; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/flags/UPE_U.csv
2026-02-10 16:54:15,037; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-10-31 00:00:00 2009-11-02 00:00:00 dlr with RIME, flagged 289/508829
2026-02-10 16:54:15,044; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-10-31 00:00:00 2009-11-02 00:00:00 ulr with RIME, flagged 289/508829
2026-02-10 16:54:15,049; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-10-31 00:00:00 2009-11-02 00:00:00 dsr with RIME, flagged 289/508829
2026-02-10 16:54:15,055; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-10-31 00:00:00 2009-11-02 00:00:00 usr with RIME, flagged 289/508829
2026-02-10 16:54:15,061; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-01-06 00:00:00 2010-01-10 00:00:00 dlr with RIME, flagged 577/508829
2026-02-10 16:54:15,066; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-01-06 00:00:00 2010-01-10 00:00:00 ulr with RIME, flagged 577/508829
2026-02-10 16:54:15,070; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-01-06 00:00:00 2010-01-10 00:00:00 dsr with RIME, flagged 577/508829
2026-02-10 16:54:15,074; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-01-06 00:00:00 2010-01-10 00:00:00 usr with RIME, flagged 577/508829
2026-02-10 16:54:15,079; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-01-14 00:00:00 2010-01-21 00:00:00 dlr with RIME, flagged 1009/508829
2026-02-10 16:54:15,083; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-01-14 00:00:00 2010-01-21 00:00:00 ulr with RIME, flagged 1009/508829
2026-02-10 16:54:15,087; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-01-14 00:00:00 2010-01-21 00:00:00 dsr with RIME, flagged 1009/508829
2026-02-10 16:54:15,091; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-01-14 00:00:00 2010-01-21 00:00:00 usr with RIME, flagged 1009/508829
2026-02-10 16:54:15,096; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-01-02 00:00:00 2011-01-06 00:00:00 dlr with RIME, flagged 577/508829
2026-02-10 16:54:15,100; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-01-02 00:00:00 2011-01-06 00:00:00 ulr with RIME, flagged 577/508829
2026-02-10 16:54:15,104; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-01-02 00:00:00 2011-01-06 00:00:00 dsr with RIME, flagged 577/508829
2026-02-10 16:54:15,109; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-01-02 00:00:00 2011-01-06 00:00:00 usr with RIME, flagged 577/508829
2026-02-10 16:54:15,113; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-09 00:00:00 2012-03-11 00:00:00 dlr with RIME, flagged 289/508829
2026-02-10 16:54:15,118; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-09 00:00:00 2012-03-11 00:00:00 ulr with RIME, flagged 289/508829
2026-02-10 16:54:15,122; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-09 00:00:00 2012-03-11 00:00:00 dsr with RIME, flagged 289/508829
2026-02-10 16:54:15,126; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-09 00:00:00 2012-03-11 00:00:00 usr with RIME, flagged 289/508829
2026-02-10 16:54:15,131; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-27 00:00:00 2012-03-29 00:00:00 dlr with RIME, flagged 289/508829
2026-02-10 16:54:15,135; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-27 00:00:00 2012-03-29 00:00:00 ulr with RIME, flagged 289/508829
2026-02-10 16:54:15,139; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-27 00:00:00 2012-03-29 00:00:00 dsr with RIME, flagged 289/508829
2026-02-10 16:54:15,143; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-27 00:00:00 2012-03-29 00:00:00 usr with RIME, flagged 289/508829
2026-02-10 16:54:15,148; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-12-14 00:00:00 2012-12-17 00:00:00 dlr with RIME, flagged 433/508829
2026-02-10 16:54:15,152; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-12-14 00:00:00 2012-12-17 00:00:00 ulr with RIME, flagged 433/508829
2026-02-10 16:54:15,156; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-12-14 00:00:00 2012-12-17 00:00:00 dsr with RIME, flagged 433/508829
2026-02-10 16:54:15,160; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-12-14 00:00:00 2012-12-17 00:00:00 usr with RIME, flagged 433/508829
2026-02-10 16:54:15,165; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-01-11 00:00:00 2013-01-13 00:00:00 dlr with RIME, flagged 289/508829
2026-02-10 16:54:15,169; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-01-11 00:00:00 2013-01-13 00:00:00 ulr with RIME, flagged 289/508829
2026-02-10 16:54:15,174; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-01-11 00:00:00 2013-01-13 00:00:00 dsr with RIME, flagged 289/508829
2026-02-10 16:54:15,178; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-01-11 00:00:00 2013-01-13 00:00:00 usr with RIME, flagged 289/508829
2026-02-10 16:54:15,183; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-10-04 00:00:00 2013-10-06 00:00:00 dlr with RIME, flagged 289/508829
2026-02-10 16:54:15,187; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-10-04 00:00:00 2013-10-06 00:00:00 ulr with RIME, flagged 289/508829
2026-02-10 16:54:15,191; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-10-04 00:00:00 2013-10-06 00:00:00 dsr with RIME, flagged 289/508829
2026-02-10 16:54:15,195; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-10-04 00:00:00 2013-10-06 00:00:00 usr with RIME, flagged 289/508829
2026-02-10 16:54:15,200; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-02-17 00:00:00 2014-02-25 00:00:00 dlr with RIME, flagged 1153/508829
2026-02-10 16:54:15,204; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-02-17 00:00:00 2014-02-25 00:00:00 ulr with RIME, flagged 1153/508829
2026-02-10 16:54:15,209; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-02-17 00:00:00 2014-02-25 00:00:00 dsr with RIME, flagged 1153/508829
2026-02-10 16:54:15,213; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-02-17 00:00:00 2014-02-25 00:00:00 usr with RIME, flagged 1153/508829
2026-02-10 16:54:15,218; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-12-20 00:00:00 2015-12-22 00:00:00 dlr with RIME, flagged 49/508829
2026-02-10 16:54:15,222; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-12-20 00:00:00 2015-12-22 00:00:00 ulr with RIME, flagged 49/508829
2026-02-10 16:54:15,226; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-12-20 00:00:00 2015-12-22 00:00:00 dsr with RIME, flagged 49/508829
2026-02-10 16:54:15,230; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-12-20 00:00:00 2015-12-22 00:00:00 usr with RIME, flagged 49/508829
2026-02-10 16:54:15,235; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-12-29 00:00:00 2016-01-01 00:00:00 dlr with RIME, flagged 73/508829
2026-02-10 16:54:15,239; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-12-29 00:00:00 2016-01-01 00:00:00 ulr with RIME, flagged 73/508829
2026-02-10 16:54:15,243; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-12-29 00:00:00 2016-01-01 00:00:00 dsr with RIME, flagged 73/508829
2026-02-10 16:54:15,247; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-12-29 00:00:00 2016-01-01 00:00:00 usr with RIME, flagged 73/508829
2026-02-10 16:54:15,252; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-22 00:00:00 2016-01-24 00:00:00 dlr with RIME, flagged 49/508829
2026-02-10 16:54:15,256; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-22 00:00:00 2016-01-24 00:00:00 ulr with RIME, flagged 49/508829
2026-02-10 16:54:15,261; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-22 00:00:00 2016-01-24 00:00:00 dsr with RIME, flagged 49/508829
2026-02-10 16:54:15,265; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-22 00:00:00 2016-01-24 00:00:00 usr with RIME, flagged 49/508829
2026-02-10 16:54:15,270; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-12 00:00:00 2018-01-16 00:00:00 dlr with RIME, flagged 577/508829
2026-02-10 16:54:15,274; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-12 00:00:00 2018-01-16 00:00:00 ulr with RIME, flagged 577/508829
2026-02-10 16:54:15,278; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-12 00:00:00 2018-01-16 00:00:00 dsr with RIME, flagged 577/508829
2026-02-10 16:54:15,282; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-12 00:00:00 2018-01-16 00:00:00 usr with RIME, flagged 577/508829
2026-02-10 16:54:15,287; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-22 00:00:00 2018-03-24 00:00:00 dlr with RIME, flagged 289/508829
2026-02-10 16:54:15,291; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-22 00:00:00 2018-03-24 00:00:00 ulr with RIME, flagged 289/508829
2026-02-10 16:54:15,295; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-22 00:00:00 2018-03-24 00:00:00 dsr with RIME, flagged 289/508829
2026-02-10 16:54:15,300; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-22 00:00:00 2018-03-24 00:00:00 usr with RIME, flagged 289/508829
2026-02-10 16:54:15,304; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-09-14 00:00:00 2018-09-18 00:00:00 dlr with RIME, flagged 577/508829
2026-02-10 16:54:15,309; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-09-14 00:00:00 2018-09-18 00:00:00 ulr with RIME, flagged 577/508829
2026-02-10 16:54:15,313; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-09-14 00:00:00 2018-09-18 00:00:00 dsr with RIME, flagged 577/508829
2026-02-10 16:54:15,317; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-09-14 00:00:00 2018-09-18 00:00:00 usr with RIME, flagged 577/508829
2026-02-10 16:54:15,322; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-21 00:00:00 2018-12-25 00:00:00 dlr with RIME, flagged 577/508829
2026-02-10 16:54:15,326; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-21 00:00:00 2018-12-25 00:00:00 ulr with RIME, flagged 577/508829
2026-02-10 16:54:15,330; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-21 00:00:00 2018-12-25 00:00:00 dsr with RIME, flagged 577/508829
2026-02-10 16:54:15,334; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-21 00:00:00 2018-12-25 00:00:00 usr with RIME, flagged 577/508829
2026-02-10 16:54:15,339; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-04-16 00:00:00 2019-04-18 00:00:00 dlr with RIME, flagged 289/508829
2026-02-10 16:54:15,343; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-04-16 00:00:00 2019-04-18 00:00:00 ulr with RIME, flagged 289/508829
2026-02-10 16:54:15,347; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-04-16 00:00:00 2019-04-18 00:00:00 dsr with RIME, flagged 289/508829
2026-02-10 16:54:15,352; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-04-16 00:00:00 2019-04-18 00:00:00 usr with RIME, flagged 289/508829
2026-02-10 16:54:15,356; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-04-24 00:00:00 2019-04-26 00:00:00 dlr with RIME, flagged 289/508829
2026-02-10 16:54:15,360; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-04-24 00:00:00 2019-04-26 00:00:00 ulr with RIME, flagged 289/508829
2026-02-10 16:54:15,365; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-04-24 00:00:00 2019-04-26 00:00:00 dsr with RIME, flagged 289/508829
2026-02-10 16:54:15,369; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-04-24 00:00:00 2019-04-26 00:00:00 usr with RIME, flagged 289/508829
2026-02-10 16:54:15,374; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-10-28 00:00:00 2019-10-30 00:00:00 dlr with RIME, flagged 289/508829
2026-02-10 16:54:15,378; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-10-28 00:00:00 2019-10-30 00:00:00 ulr with RIME, flagged 289/508829
2026-02-10 16:54:15,382; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-10-28 00:00:00 2019-10-30 00:00:00 dsr with RIME, flagged 289/508829
2026-02-10 16:54:15,386; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-10-28 00:00:00 2019-10-30 00:00:00 usr with RIME, flagged 289/508829
2026-02-10 16:54:15,391; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-05-04 00:00:00 2020-05-08 00:00:00 dlr with RIME, flagged 577/508829
2026-02-10 16:54:15,395; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-05-04 00:00:00 2020-05-08 00:00:00 ulr with RIME, flagged 577/508829
2026-02-10 16:54:15,399; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-05-04 00:00:00 2020-05-08 00:00:00 dsr with RIME, flagged 577/508829
2026-02-10 16:54:15,404; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-05-04 00:00:00 2020-05-08 00:00:00 usr with RIME, flagged 577/508829
2026-02-10 16:54:15,408; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-09-02 00:00:00 2020-09-08 00:00:00 dlr with RIME, flagged 145/508829
2026-02-10 16:54:15,413; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-09-02 00:00:00 2020-09-08 00:00:00 ulr with RIME, flagged 145/508829
2026-02-10 16:54:15,417; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-09-02 00:00:00 2020-09-08 00:00:00 dsr with RIME, flagged 145/508829
2026-02-10 16:54:15,421; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-09-02 00:00:00 2020-09-08 00:00:00 usr with RIME, flagged 145/508829
2026-02-10 16:54:15,426; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-09-21 00:00:00 2020-10-10 00:00:00 dlr with RIME, flagged 456/508829
2026-02-10 16:54:15,430; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-09-21 00:00:00 2020-10-10 00:00:00 ulr with RIME, flagged 456/508829
2026-02-10 16:54:15,434; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-09-21 00:00:00 2020-10-10 00:00:00 dsr with RIME, flagged 456/508829
2026-02-10 16:54:15,438; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-09-21 00:00:00 2020-10-10 00:00:00 usr with RIME, flagged 456/508829
2026-02-10 16:54:15,443; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-04-14 00:00:00 2021-04-17 00:00:00 dlr with RIME, flagged 63/508829
2026-02-10 16:54:15,447; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-04-14 00:00:00 2021-04-17 00:00:00 ulr with RIME, flagged 63/508829
2026-02-10 16:54:15,451; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-04-14 00:00:00 2021-04-17 00:00:00 dsr with RIME, flagged 63/508829
2026-02-10 16:54:15,455; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-04-14 00:00:00 2021-04-17 00:00:00 usr with RIME, flagged 63/508829
2026-02-10 16:54:15,460; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-04-20 00:00:00 2021-04-24 00:00:00 dlr with RIME, flagged 96/508829
2026-02-10 16:54:15,464; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-04-20 00:00:00 2021-04-24 00:00:00 ulr with RIME, flagged 96/508829
2026-02-10 16:54:15,469; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-04-20 00:00:00 2021-04-24 00:00:00 dsr with RIME, flagged 96/508829
2026-02-10 16:54:15,473; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-04-20 00:00:00 2021-04-24 00:00:00 usr with RIME, flagged 96/508829
2026-02-10 16:54:15,478; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-05-13 00:00:00 2021-05-17 00:00:00 dlr with RIME, flagged 97/508829
2026-02-10 16:54:15,482; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-05-13 00:00:00 2021-05-17 00:00:00 ulr with RIME, flagged 97/508829
2026-02-10 16:54:15,486; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-05-13 00:00:00 2021-05-17 00:00:00 dsr with RIME, flagged 97/508829
2026-02-10 16:54:15,490; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-05-13 00:00:00 2021-05-17 00:00:00 usr with RIME, flagged 97/508829
2026-02-10 16:54:15,495; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-08-31 00:00:00 2021-09-09 00:00:00 dlr with RIME, flagged 217/508829
2026-02-10 16:54:15,499; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-08-31 00:00:00 2021-09-09 00:00:00 ulr with RIME, flagged 217/508829
2026-02-10 16:54:15,503; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-08-31 00:00:00 2021-09-09 00:00:00 dsr with RIME, flagged 217/508829
2026-02-10 16:54:15,507; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-08-31 00:00:00 2021-09-09 00:00:00 usr with RIME, flagged 217/508829
2026-02-10 16:54:15,512; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-09-21 00:00:00 2021-09-28 00:00:00 dlr with RIME, flagged 169/508829
2026-02-10 16:54:15,516; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-09-21 00:00:00 2021-09-28 00:00:00 ulr with RIME, flagged 169/508829
2026-02-10 16:54:15,521; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-09-21 00:00:00 2021-09-28 00:00:00 dsr with RIME, flagged 169/508829
2026-02-10 16:54:15,525; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-09-21 00:00:00 2021-09-28 00:00:00 usr with RIME, flagged 169/508829
2026-02-10 16:54:15,530; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-10-02 00:00:00 2021-10-04 00:00:00 dlr with RIME, flagged 49/508829
2026-02-10 16:54:15,534; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-10-02 00:00:00 2021-10-04 00:00:00 ulr with RIME, flagged 49/508829
2026-02-10 16:54:15,538; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-10-02 00:00:00 2021-10-04 00:00:00 dsr with RIME, flagged 49/508829
2026-02-10 16:54:15,542; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-10-02 00:00:00 2021-10-04 00:00:00 usr with RIME, flagged 49/508829
2026-02-10 16:54:15,547; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-03 00:00:00 2021-11-05 00:00:00 dlr with RIME, flagged 49/508829
2026-02-10 16:54:15,551; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-03 00:00:00 2021-11-05 00:00:00 ulr with RIME, flagged 49/508829
2026-02-10 16:54:15,555; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-03 00:00:00 2021-11-05 00:00:00 dsr with RIME, flagged 49/508829
2026-02-10 16:54:15,560; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-03 00:00:00 2021-11-05 00:00:00 usr with RIME, flagged 49/508829
2026-02-10 16:54:15,564; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-25 00:00:00 2022-01-31 00:00:00 dlr with RIME, flagged 145/508829
2026-02-10 16:54:15,568; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-25 00:00:00 2022-01-31 00:00:00 ulr with RIME, flagged 145/508829
2026-02-10 16:54:15,573; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-25 00:00:00 2022-01-31 00:00:00 dsr with RIME, flagged 145/508829
2026-02-10 16:54:15,577; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-25 00:00:00 2022-01-31 00:00:00 usr with RIME, flagged 145/508829
2026-02-10 16:54:15,582; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-05 00:00:00 2022-02-16 00:00:00 dlr with RIME, flagged 265/508829
2026-02-10 16:54:15,586; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-05 00:00:00 2022-02-16 00:00:00 ulr with RIME, flagged 265/508829
2026-02-10 16:54:15,590; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-05 00:00:00 2022-02-16 00:00:00 dsr with RIME, flagged 265/508829
2026-02-10 16:54:15,594; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-05 00:00:00 2022-02-16 00:00:00 usr with RIME, flagged 265/508829
2026-02-10 16:54:15,599; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-04 00:00:00 2022-03-06 00:00:00 dlr with RIME, flagged 49/508829
2026-02-10 16:54:15,603; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-04 00:00:00 2022-03-06 00:00:00 ulr with RIME, flagged 49/508829
2026-02-10 16:54:15,607; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-04 00:00:00 2022-03-06 00:00:00 dsr with RIME, flagged 49/508829
2026-02-10 16:54:15,611; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-04 00:00:00 2022-03-06 00:00:00 usr with RIME, flagged 49/508829
2026-02-10 16:54:15,616; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-10 00:00:00 2022-03-14 00:00:00 dlr with RIME, flagged 97/508829
2026-02-10 16:54:15,620; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-10 00:00:00 2022-03-14 00:00:00 ulr with RIME, flagged 97/508829
2026-02-10 16:54:15,625; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-10 00:00:00 2022-03-14 00:00:00 dsr with RIME, flagged 97/508829
2026-02-10 16:54:15,629; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-10 00:00:00 2022-03-14 00:00:00 usr with RIME, flagged 97/508829
2026-02-10 16:54:15,634; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-19 00:00:00 2022-03-25 00:00:00 dlr with RIME, flagged 145/508829
2026-02-10 16:54:15,638; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-19 00:00:00 2022-03-25 00:00:00 ulr with RIME, flagged 145/508829
2026-02-10 16:54:15,642; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-19 00:00:00 2022-03-25 00:00:00 dsr with RIME, flagged 145/508829
2026-02-10 16:54:15,646; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-19 00:00:00 2022-03-25 00:00:00 usr with RIME, flagged 145/508829
2026-02-10 16:54:15,651; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-21 00:00:00 2022-04-23 00:00:00 dlr with RIME, flagged 49/508829
2026-02-10 16:54:15,655; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-21 00:00:00 2022-04-23 00:00:00 ulr with RIME, flagged 49/508829
2026-02-10 16:54:15,659; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-21 00:00:00 2022-04-23 00:00:00 dsr with RIME, flagged 49/508829
2026-02-10 16:54:15,663; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-21 00:00:00 2022-04-23 00:00:00 usr with RIME, flagged 49/508829
2026-02-10 16:54:15,668; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-28 00:00:00 2022-05-01 00:00:00 dlr with RIME, flagged 73/508829
2026-02-10 16:54:15,672; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-28 00:00:00 2022-05-01 00:00:00 ulr with RIME, flagged 73/508829
2026-02-10 16:54:15,676; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-28 00:00:00 2022-05-01 00:00:00 dsr with RIME, flagged 73/508829
2026-02-10 16:54:15,681; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-28 00:00:00 2022-05-01 00:00:00 usr with RIME, flagged 73/508829
2026-02-10 16:54:15,685; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-06 00:00:00 2022-05-12 00:00:00 dlr with RIME, flagged 145/508829
2026-02-10 16:54:15,689; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-06 00:00:00 2022-05-12 00:00:00 ulr with RIME, flagged 145/508829
2026-02-10 16:54:15,694; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-06 00:00:00 2022-05-12 00:00:00 dsr with RIME, flagged 145/508829
2026-02-10 16:54:15,698; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-06 00:00:00 2022-05-12 00:00:00 usr with RIME, flagged 145/508829
2026-02-10 16:54:15,703; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-15 00:00:00 2022-05-22 00:00:00 dlr with RIME, flagged 169/508829
