NUK_K

 ======== test get_l2 ========= 

2026-02-10 16:16:13,605; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/NUK_K.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:16:23,641; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-04-01 00:00:00 2015-06-20 00:00:00 dsr with NAN, flagged 0/25598
2026-02-10 16:16:23,644; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-04-01 00:00:00 2015-06-20 00:00:00 usr with NAN, flagged 0/25598
2026-02-10 16:16:23,646; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-04-01 00:00:00 2015-06-20 00:00:00 dlr with NAN, flagged 0/25598
2026-02-10 16:16:23,649; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-04-01 00:00:00 2015-06-20 00:00:00 ulr with NAN, flagged 0/25598
2026-02-10 16:16:23,652; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-04-01 16:00:00 2017-05-10 00:00:00 dsr with CHECKME, flagged 0/25598
2026-02-10 16:16:23,655; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-04-01 16:00:00 2017-05-10 00:00:00 usr with CHECKME, flagged 0/25598
2026-02-10 16:16:23,657; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-04-01 16:00:00 2017-05-10 00:00:00 dlr with CHECKME, flagged 0/25598
2026-02-10 16:16:23,660; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-04-01 16:00:00 2017-05-10 00:00:00 ulr with CHECKME, flagged 0/25598
2026-02-10 16:16:23,663; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-10-17 00:00:00 2016-01-16 00:00:00 wspd_u with NAN, flagged 0/25598
2026-02-10 16:16:23,666; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-10-17 00:00:00 2016-01-16 00:00:00 wdir_u with NAN, flagged 0/25598
2026-02-10 16:16:23,669; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-09-01 00:00:00 2021-07-21 18:00:00 z_pt_cor with CHECKME, flagged 0/25598
2026-02-10 16:16:23,674; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-09-24 00:00:00 2021-12-21 18:00:00 z_pt_cor with CHECKME, flagged 847/25598
2026-02-10 16:16:23,679; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-01 00:00:00 2023-06-01 00:00:00 z_pt_cor with CHECKME, flagged 2757/25598
2026-02-10 16:16:23,684; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-09-03 00:00:00 2023-12-31 00:00:00 z_pt_cor with CHECKME, flagged 2837/25598
2026-02-10 16:16:24,134; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/NUK_K.csv
2026-02-10 16:16:24,152; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_alt max_filter 750.0 flagged 4/25598
2026-02-10 16:16:24,157; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_alt min_filter 667.0 flagged 12/25598
2026-02-10 16:16:24,163; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_lat max_filter 64.1625 flagged 6/25598
2026-02-10 16:16:24,167; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_lat min_filter 64.1621 flagged 6/25598
2026-02-10 16:16:24,172; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_lon min_filter 51.3585 flagged 45/25598
2026-02-10 16:16:24,177; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_lon max_filter 51.36 flagged 0/25598
2026-02-10 16:16:24,182; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_1 min_filter -20.0 flagged 0/25598
2026-02-10 16:16:24,187; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_2 min_filter -20.0 flagged 0/25598
2026-02-10 16:16:24,193; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_3 min_filter -20.0 flagged 0/25598
2026-02-10 16:16:24,198; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_4 min_filter -20.0 flagged 0/25598
2026-02-10 16:16:24,203; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_5 min_filter -20.0 flagged 3/25598
2026-02-10 16:16:24,208; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_6 min_filter -20.0 flagged 0/25598
2026-02-10 16:16:24,214; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_7 min_filter -20.0 flagged 0/25598
2026-02-10 16:16:24,219; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_8 min_filter -20.0 flagged 0/25598
2026-02-10 16:16:24,222; INFO; pypromice.core.qc.github_data_issues; ---> 2016-10-01 00:00:00 2016-10-19 00:00:00 z_boom_cor_u min_filter 1.9
2026-02-10 16:16:24,222; INFO; pypromice.core.qc.github_data_issues; Time range does not intersect with dataset
2026-02-10 16:16:24,224; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-06-01 00:00:00 2022-09-05 00:00:00 z_boom_cor_u min_filter 2.55 flagged 272/25598
2026-02-10 16:16:24,228; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-09-05 00:00:00 2022-12-31 00:00:00 z_boom_cor_u min_filter 1.5 flagged 20/25598
2026-02-10 16:16:24,233; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_boom_cor_u max_filter 2.8 flagged 42/25598
2026-02-10 16:16:24,234; INFO; pypromice.core.qc.github_data_issues; could not adjust z_ice_surf not in dataset
2026-02-10 16:16:24,235; INFO; pypromice.core.qc.github_data_issues; ---> 2016-10-01 00:00:00 2016-10-19 00:00:00 z_stake_cor min_filter 1.9
2026-02-10 16:16:24,235; INFO; pypromice.core.qc.github_data_issues; Time range does not intersect with dataset
2026-02-10 16:16:24,237; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-09-01 00:00:00 2022-10-01 00:00:00 z_stake_cor max_filter 3.0 flagged 65/25598
2026-02-10 16:16:24,238; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_1 not in dataset
2026-02-10 16:16:24,238; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_2 not in dataset
2026-02-10 16:16:25,877; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:16:26,678; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 16:16:26,777; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:16:28,650; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/NUK_K/NUK_K_hour.csv
2026-02-10 16:16:28,650; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/NUK_K/NUK_K_hour.nc
2026-02-10 16:16:28,651; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//raw/config/NUK_K.toml, inpath=../aws-l0//raw/NUK_K/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:16:28,702; DEBUG; pypromice.pipeline.aws; Source information: {'pypromice': '1.5.1', 'l0_config_file': 'NUK_K.toml:4bdadcfd32851bd1d43433658ee1f333a340ed01', 'l0_data_root': '4bdadcfd32851bd1d43433658ee1f333a340ed01', 'data_issues': 'a469096a07c8232cfb9c3d702402eeec79075bfb'}
2026-02-10 16:16:28,717; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2015_raw_2.txt
2026-02-10 16:16:28,910; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2015_raw_2.txt
2026-02-10 16:16:29,306; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from NUK_K_2015_raw_2.txt
2026-02-10 16:16:29,312; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2016_raw.txt
2026-02-10 16:16:29,591; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2016_raw.txt
2026-02-10 16:16:30,408; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from NUK_K_2016_raw.txt
2026-02-10 16:16:30,514; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2017_raw_SlimTableMem_1.txt
2026-02-10 16:16:30,520; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2017_raw_SlimTableMem_1.txt
2026-02-10 16:16:30,556; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from NUK_K_2017_raw_SlimTableMem_1.txt
2026-02-10 16:16:30,562; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2017_raw_1.txt
2026-02-10 16:16:30,732; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2017_raw_1.txt
2026-02-10 16:16:31,053; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from NUK_K_2017_raw_1.txt
2026-02-10 16:16:31,946; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2017_raw_2.txt
2026-02-10 16:16:31,998; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2017_raw_2.txt
2026-02-10 16:16:32,092; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from NUK_K_2017_raw_2.txt
2026-02-10 16:16:32,098; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2019_raw.txt
2026-02-10 16:16:32,569; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2019_raw.txt
2026-02-10 16:16:33,519; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from NUK_K_2019_raw.txt
2026-02-10 16:16:33,526; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2020_raw.txt
2026-02-10 16:16:33,726; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2020_raw.txt
2026-02-10 16:16:34,062; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from NUK_K_2020_raw.txt
2026-02-10 16:16:34,069; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2021_raw.txt
2026-02-10 16:16:34,232; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2021_raw.txt
2026-02-10 16:16:34,497; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from NUK_K_2021_raw.txt
2026-02-10 16:16:34,504; INFO; pypromice.io.ingest.l0; Detected L0 file type 'csv_default' for ../aws-l0/raw/NUK_K/NUK_K_2021_raw_transmitted.txt
2026-02-10 16:16:34,518; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from NUK_K_2021_raw_transmitted.txt
2026-02-10 16:16:34,524; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2025_DataTable10min.dat
2026-02-10 16:16:34,641; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/NUK_K/NUK_K_2025_DataTable10min.dat
2026-02-10 16:16:34,878; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from NUK_K_2025_DataTable10min.dat
2026-02-10 16:16:34,934; INFO; pypromice.pipeline.aws; Level 1 processing...
2026-02-10 16:16:54,447; INFO; pypromice.pipeline.aws; Level 2 processing...
2026-02-10 16:17:06,378; DEBUG; pypromice.core.qc.persistence; Running persistence_qc using {'t_i': {'max_diff': 0.0001, 'period': 2}, 't_u': {'max_diff': 0.0001, 'period': 2}, 't_l': {'max_diff': 0.0001, 'period': 2}, 'p_i': {'max_diff': 0.0001, 'period': 3}, 'p_u': {'max_diff': 0.0001, 'period': 150}, 'p_l': {'max_diff': 0.0001, 'period': 150}, 'gps_lat_lon': {'max_diff': 1e-06, 'period': 6}, 'gps_alt': {'max_diff': 0.0001, 'period': 6}, 't_rad': {'max_diff': 0.0001, 'period': 2}, 'rh_i': {'max_diff': 0.0001, 'period': 2}, 'rh_u': {'max_diff': 0.0001, 'period': 2}, 'rh_l': {'max_diff': 0.0001, 'period': 2}, 'wspd_i': {'max_diff': 0.0001, 'period': 6}, 'wspd_u': {'max_diff': 0.0001, 'period': 6}, 'wspd_l': {'max_diff': 0.0001, 'period': 6}}
2026-02-10 16:17:11,970; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_u (tol=1.0, factor=2.0): filtering 76/420997
2026-02-10 16:17:17,033; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_u (tol=1.0, factor=2.0): filtering 2/420997
2026-02-10 16:17:17,584; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_u (tol=3.0, factor=2.2): filtering 31/420997
2026-02-10 16:17:22,830; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_u (tol=3.0, factor=2.2): filtering 2/420997
2026-02-10 16:17:23,377; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_u (tol=2.0, factor=3.5): filtering 61/420997
2026-02-10 16:17:28,512; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_u (tol=2.0, factor=3.5): filtering 7/420997
2026-02-10 16:17:29,075; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_u (tol=0.5, factor=2.0): filtering 76/420997
2026-02-10 16:17:34,247; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_u (tol=0.5, factor=2.0): filtering 5/420997
2026-02-10 16:17:34,741; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_1 (tol=0.5, factor=1.5): filtering 262/420997
2026-02-10 16:17:39,786; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_1 (tol=0.5, factor=1.5): filtering 99/420997
2026-02-10 16:17:40,287; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_2 (tol=0.5, factor=1.5): filtering 297/420997
2026-02-10 16:17:45,360; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_2 (tol=0.5, factor=1.5): filtering 105/420997
2026-02-10 16:17:45,854; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_3 (tol=0.5, factor=1.5): filtering 232/420997
2026-02-10 16:17:50,885; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_3 (tol=0.5, factor=1.5): filtering 98/420997
2026-02-10 16:17:51,364; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_4 (tol=0.5, factor=1.5): filtering 196/420997
2026-02-10 16:17:56,407; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_4 (tol=0.5, factor=1.5): filtering 81/420997
2026-02-10 16:17:56,876; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_5 (tol=0.5, factor=1.5): filtering 164/420997
2026-02-10 16:18:01,933; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_5 (tol=0.5, factor=1.5): filtering 101/420997
2026-02-10 16:18:02,422; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_6 (tol=0.5, factor=1.5): filtering 74/420997
2026-02-10 16:18:07,476; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_6 (tol=0.5, factor=1.5): filtering 28/420997
2026-02-10 16:18:07,962; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_7 (tol=0.5, factor=1.5): filtering 64/420997
2026-02-10 16:18:13,094; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_7 (tol=0.5, factor=1.5): filtering 23/420997
2026-02-10 16:18:13,558; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_8 (tol=0.5, factor=1.5): filtering 52/420997
2026-02-10 16:18:18,614; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_8 (tol=0.5, factor=1.5): filtering 19/420997
2026-02-10 16:18:18,695; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_i (tol=1.0, factor=2.0): filtering 0/420997
2026-02-10 16:18:23,339; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i (tol=3.0, factor=2.2): filtering 0/420997
2026-02-10 16:18:28,051; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_i (tol=2.0, factor=3.5): filtering 0/420997
2026-02-10 16:18:32,747; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_i (tol=0.5, factor=2.0): filtering 0/420997
2026-02-10 16:18:41,945; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/NUK_K.csv
2026-02-10 16:18:49,590; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/flags/NUK_K.csv
2026-02-10 16:18:49,626; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-11-27 00:00:00 2014-11-30 00:00:00 dlr with RIME, flagged 433/420997
2026-02-10 16:18:49,633; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-11-27 00:00:00 2014-11-30 00:00:00 ulr with RIME, flagged 433/420997
2026-02-10 16:18:49,639; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-11-27 00:00:00 2014-11-30 00:00:00 dsr with RIME, flagged 433/420997
2026-02-10 16:18:49,645; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-11-27 00:00:00 2014-11-30 00:00:00 usr with RIME, flagged 433/420997
2026-02-10 16:18:49,652; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-10 00:00:00 2014-12-12 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:49,657; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-10 00:00:00 2014-12-12 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:49,661; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-10 00:00:00 2014-12-12 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:49,665; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-10 00:00:00 2014-12-12 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:49,670; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-30 00:00:00 2015-01-02 00:00:00 dlr with RIME, flagged 433/420997
2026-02-10 16:18:49,674; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-30 00:00:00 2015-01-02 00:00:00 ulr with RIME, flagged 433/420997
2026-02-10 16:18:49,679; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-30 00:00:00 2015-01-02 00:00:00 dsr with RIME, flagged 433/420997
2026-02-10 16:18:49,683; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-30 00:00:00 2015-01-02 00:00:00 usr with RIME, flagged 433/420997
2026-02-10 16:18:49,688; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-01-08 00:00:00 2015-01-10 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:49,692; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-01-08 00:00:00 2015-01-10 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:49,696; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-01-08 00:00:00 2015-01-10 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:49,701; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-01-08 00:00:00 2015-01-10 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:49,705; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-02-13 00:00:00 2015-02-20 00:00:00 dlr with RIME, flagged 1009/420997
2026-02-10 16:18:49,709; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-02-13 00:00:00 2015-02-20 00:00:00 ulr with RIME, flagged 1009/420997
2026-02-10 16:18:49,714; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-02-13 00:00:00 2015-02-20 00:00:00 dsr with RIME, flagged 1009/420997
2026-02-10 16:18:49,718; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-02-13 00:00:00 2015-02-20 00:00:00 usr with RIME, flagged 1009/420997
2026-02-10 16:18:49,722; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-02-23 00:00:00 2015-02-28 00:00:00 dlr with RIME, flagged 721/420997
2026-02-10 16:18:49,727; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-02-23 00:00:00 2015-02-28 00:00:00 ulr with RIME, flagged 721/420997
2026-02-10 16:18:49,732; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-02-23 00:00:00 2015-02-28 00:00:00 dsr with RIME, flagged 721/420997
2026-02-10 16:18:49,736; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-02-23 00:00:00 2015-02-28 00:00:00 usr with RIME, flagged 721/420997
2026-02-10 16:18:49,741; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-03-03 00:00:00 2015-03-07 00:00:00 dlr with RIME, flagged 577/420997
2026-02-10 16:18:49,745; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-03-03 00:00:00 2015-03-07 00:00:00 ulr with RIME, flagged 577/420997
2026-02-10 16:18:49,749; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-03-03 00:00:00 2015-03-07 00:00:00 dsr with RIME, flagged 577/420997
2026-02-10 16:18:49,753; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-03-03 00:00:00 2015-03-07 00:00:00 usr with RIME, flagged 577/420997
2026-02-10 16:18:49,758; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-03-12 00:00:00 2015-03-16 00:00:00 dlr with RIME, flagged 577/420997
2026-02-10 16:18:49,762; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-03-12 00:00:00 2015-03-16 00:00:00 ulr with RIME, flagged 577/420997
2026-02-10 16:18:49,766; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-03-12 00:00:00 2015-03-16 00:00:00 dsr with RIME, flagged 577/420997
2026-02-10 16:18:49,770; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-03-12 00:00:00 2015-03-16 00:00:00 usr with RIME, flagged 577/420997
2026-02-10 16:18:49,775; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-11-27 00:00:00 2015-11-29 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:49,779; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-11-27 00:00:00 2015-11-29 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:49,783; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-11-27 00:00:00 2015-11-29 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:49,787; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-11-27 00:00:00 2015-11-29 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:49,792; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-12-31 00:00:00 2016-01-02 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:49,796; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-12-31 00:00:00 2016-01-02 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:49,800; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-12-31 00:00:00 2016-01-02 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:49,804; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-12-31 00:00:00 2016-01-02 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:49,809; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-24 00:00:00 2016-01-30 00:00:00 dlr with RIME, flagged 865/420997
2026-02-10 16:18:49,813; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-24 00:00:00 2016-01-30 00:00:00 ulr with RIME, flagged 865/420997
2026-02-10 16:18:49,817; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-24 00:00:00 2016-01-30 00:00:00 dsr with RIME, flagged 865/420997
2026-02-10 16:18:49,821; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-24 00:00:00 2016-01-30 00:00:00 usr with RIME, flagged 865/420997
2026-02-10 16:18:49,826; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-02-09 00:00:00 2016-02-11 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:49,830; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-02-09 00:00:00 2016-02-11 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:49,835; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-02-09 00:00:00 2016-02-11 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:49,839; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-02-09 00:00:00 2016-02-11 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:49,843; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-02-17 00:00:00 2016-02-21 00:00:00 dlr with RIME, flagged 577/420997
2026-02-10 16:18:49,848; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-02-17 00:00:00 2016-02-21 00:00:00 ulr with RIME, flagged 577/420997
2026-02-10 16:18:49,852; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-02-17 00:00:00 2016-02-21 00:00:00 dsr with RIME, flagged 577/420997
2026-02-10 16:18:49,856; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-02-17 00:00:00 2016-02-21 00:00:00 usr with RIME, flagged 577/420997
2026-02-10 16:18:49,860; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-03-02 00:00:00 2016-03-04 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:49,865; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-03-02 00:00:00 2016-03-04 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:49,869; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-03-02 00:00:00 2016-03-04 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:49,873; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-03-02 00:00:00 2016-03-04 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:49,877; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-03-12 00:00:00 2016-03-14 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:49,881; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-03-12 00:00:00 2016-03-14 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:49,886; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-03-12 00:00:00 2016-03-14 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:49,890; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-03-12 00:00:00 2016-03-14 00:00:00 usr with RIME, flagged 289/420997
